gene	geneCountCategory
V1882239	LGC
V1890858	LGC
V1882237	LGC
V1883366	LGC
V1389855	LGC
V1884825	LGC
V1552772	LGC
V1799411	HGC
V1884566	LGC
V1884638	LGC
V1552800	LGC
V1883121	LGC
V1882317	LGC
V1202532	HGC
V1033302	HGC
V1884310	LGC
V1880007	LGC
V1882253	LGC
V1883385	LGC
V1884560	LGC
V1032822	LGC
V1891261	LGC
V1886198	LGC
V1883305	LGC
V1883370	LGC
V1034179	LGC
V1884563	LGC
V1886314	LGC
V1237371	HGC
V1808000	LGC
V1882359	LGC
V1033375	LGC
V1033614	LGC
V1891253	LGC
V1886313	LGC
V1047301	LGC
V1882372	LGC
V1884575	LGC
V1808080	LGC
V1552798	LGC
V1886316	LGC
V1047411	LGC
V1423402	HGC
V1884621	LGC
V1882220	LGC
V1886235	LGC
V1882328	LGC
V1882850	LGC
V1300816	LGC
V1150763	LGC
V1891105	LGC
V1891344	LGC
V1001513	LGC
V1882343	LGC
V1446961	LGC
V1884494	LGC
V1886315	LGC
V1163634	LGC
V1547357	LGC
V1424786	HGC
V1460309	HGC
V1882315	LGC
V1891308	LGC
V1552804	LGC
V1884616	LGC
V1891127	LGC
V1423860	HGC
V1891193	LGC
V1883164	LGC
V1882325	LGC
V1336009	LGC
V1886055	LGC
V1891247	LGC
V1886224	LGC
V1890844	LGC
V1880135	LGC
V1883158	LGC
V1883312	LGC
V1828860	LGC
V1884634	LGC
V1886232	LGC
V1883050	LGC
V1886180	LGC
V1608732	LGC
V1887154	LGC
V1884526	LGC
V1882316	LGC
V1884865	LGC
V1882174	LGC
V1828789	LGC
V1883115	LGC
V1882181	LGC
V1891125	LGC
V1883153	LGC
V1547375	LGC
V1202852	HGC
V1884834	LGC
V1884529	LGC
V1755541	LGC
V1808018	LGC
V1884601	LGC
V1883213	LGC
V1389104	LGC
V1882314	LGC
V1423850	HGC
V1494227	LGC
V1884518	LGC
V1162941	LGC
V1910524	LGC
V1424934	HGC
V1882064	LGC
V1883149	LGC
V1150389	LGC
V1882933	LGC
V1424924	HGC
V1033627	LGC
V1423892	HGC
V1891162	LGC
V1880900	LGC
V1887199	LGC
V1338859	LGC
V1887262	LGC
V1886289	LGC
V1891298	LGC
V1163115	LGC
V1872749	LGC
V1891160	LGC
V1884500	LGC
V1884636	LGC
V1388945	LGC
V1883165	LGC
V1047214	LGC
V1886332	LGC
V1150388	LGC
V1162954	LGC
V1883116	LGC
V1225501	HGC
V1425736	HGC
V1497210	HGC
V1886358	LGC
V1884565	LGC
V1886310	LGC
V1163200	LGC
V1884806	LGC
V1204467	LGC
V1880059	LGC
V1884561	LGC
V1884803	LGC
V1887156	LGC
V1819409	LGC
V1882886	LGC
V1886373	LGC
V1890869	LGC
V1891192	LGC
V1880912	LGC
V1886319	LGC
V1163750	LGC
V1883249	LGC
V1884696	LGC
V1143195	LGC
V1807929	LGC
V1884268	LGC
V1883392	LGC
V1882300	LGC
V1883203	LGC
V1388969	LGC
V1298183	LGC
V1886203	LGC
V1887157	LGC
V1163779	LGC
V1221890	HGC
V1034114	LGC
V1884603	LGC
V1886021	LGC
V1202803	HGC
V1886348	LGC
V1891235	LGC
V1882381	LGC
V1388966	LGC
V1034228	LGC
V1883168	LGC
V1883327	LGC
V1879922	LGC
V1808174	LGC
V1884294	LGC
V1808081	LGC
V1884241	LGC
V1424058	HGC
V1163202	LGC
V1047077	LGC
V1163740	LGC
V1883329	LGC
V1882934	LGC
V1884290	LGC
V1885134	LGC
V1884522	LGC
V1891122	LGC
V1884624	LGC
V1610073	LGC
V1883323	LGC
V1163706	LGC
V1884577	LGC
V1884813	LGC
V1143512	LGC
V1884595	LGC
V1684134	LGC
V1884807	LGC
V1890877	LGC
V1886004	LGC
